1879,0,root,root,2023/11/19 18:33:18,logou no sistema
1878,0,root,root,2023/11/19 18:32:36,logou no sistema
1877,0,root,root,2023/11/19 18:32:35,logou no sistema
1876,0,root,root,2023/11/19 18:32:32,logou no sistema
1875,0,root,root,2023/11/19 18:32:25,logou no sistema
1874,0,root,root,2023/11/19 18:32:15,logou no sistema
1873,0,root,root,2023/11/19 18:32:13,logou no sistema
1872,0,root,root,2023/11/19 18:32:08,logou no sistema
1871,0,root,root,2023/11/19 18:31:48,logou no sistema
1870,0,root,root,2023/11/19 18:31:45,logou no sistema
1869,0,root,root,2023/11/19 18:31:38,logou no sistema
1868,0,root,root,2023/11/19 18:31:33,logou no sistema
1867,18,Tom Silva,cliente,2023/11/19 18:31:30,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA/clientes/18.dat (No such file or directory)
1866,0,root,root,2023/11/19 18:31:30,logou no sistema
1865,0,root,root,2023/11/19 18:31:26,logou no sistema
1864,3,Jorge Rafael,cliente,2023/11/19 18:31:19,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA/clientes/3.dat (No such file or directory)
1863,0,root,root,2023/11/19 18:31:19,logou no sistema
1862,0,root,root,2023/11/19 18:31:17,logou no sistema
1861,0,root,root,2023/11/19 18:31:00,logou no sistema
1860,0,root,root,2023/11/19 18:30:47,logou no sistema
1859,0,root,root,2023/11/19 18:30:43,logou no sistema
1858,0,root,root,2023/11/19 18:30:37,logou no sistema
1857,0,root,root,2023/11/19 18:29:37,logou no sistema
1856,36,Angelica da Luz,cliente,2023/11/19 18:29:13,logou no sistema
1855,36,Angelica da Luz,cliente,2023/11/19 18:29:07,Alterou sua Password
1854,36,Angelica da Luz,cliente,2023/11/19 18:29:07,logou no sistema
1853,36,Angelica da Luz,cliente,2023/11/19 18:28:36,logou no sistema
1852,35,Humberto Silvocas,cliente,2023/11/19 18:28:22,logou no sistema
1851,35,Humberto Silvocas,cliente,2023/11/19 18:28:21,logou no sistema
1850,35,Humberto Silvocas,cliente,2023/11/19 18:28:11,logou no sistema
1849,35,Humberto Silvocas,cliente,2023/11/19 18:28:08,logou no sistema
1848,35,Humberto Silvocas,cliente,2023/11/19 18:27:56,logou no sistema
1847,35,Humberto Silvocas,cliente,2023/11/19 18:27:53,logou no sistema
1846,35,Humberto Silvocas,cliente,2023/11/19 18:27:44,logou no sistema
1845,35,Humberto Silvocas,cliente,2023/11/19 18:27:42,logou no sistema
1844,35,Humberto Silvocas,cliente,2023/11/19 18:27:34,logou no sistema
1843,-1,system,root,2023/11/19 18:27:29,Criando ficheiro: DATA/clientes/36.dat
1842,35,Humberto Silvocas,cliente,2023/11/19 18:27:29,logou no sistema
1841,35,Humberto Silvocas,cliente,2023/11/19 18:27:19,logou no sistema
1840,35,Humberto Silvocas,cliente,2023/11/19 18:27:17,logou no sistema
1839,35,Humberto Silvocas,cliente,2023/11/19 18:27:07,logou no sistema
1838,35,Humberto Silvocas,cliente,2023/11/19 18:27:05,logou no sistema
1837,35,Humberto Silvocas,cliente,2023/11/19 18:26:55,logou no sistema
1836,35,Humberto Silvocas,cliente,2023/11/19 18:26:49,logou no sistema
1835,35,Humberto Silvocas,cliente,2023/11/19 18:26:28,logou no sistema
1834,35,Humberto Silvocas,cliente,2023/11/19 18:26:20,logou no sistema
1833,35,Humberto Silvocas,cliente,2023/11/19 18:26:01,logou no sistema
1832,0,root,root,2023/11/19 18:25:45,logou no sistema
1831,0,root,root,2023/11/19 18:25:37,logou no sistema
1830,0,root,root,2023/11/19 18:25:14,logou no sistema
1829,36,Angelica da Luz,cliente,2023/11/19 18:24:51,logou no sistema
1828,36,Angelica da Luz,cliente,2023/11/19 18:24:51,logou no sistema
1827,36,Angelica da Luz,cliente,2023/11/19 18:24:50,logou no sistema
1826,36,Angelica da Luz,cliente,2023/11/19 18:24:50,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA/clientes/36.dat (No such file or directory)
1825,36,Angelica da Luz,cliente,2023/11/19 18:24:33,logou no sistema
1824,36,Angelica da Luz,cliente,2023/11/19 18:24:33,logou no sistema
1823,36,Angelica da Luz,cliente,2023/11/19 18:24:33,logou no sistema
1822,36,Angelica da Luz,cliente,2023/11/19 18:24:33,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA/clientes/36.dat (No such file or directory)
1821,36,Angelica da Luz,cliente,2023/11/19 18:24:31,logou no sistema
1820,36,Angelica da Luz,cliente,2023/11/19 18:24:31,logou no sistema
1819,36,Angelica da Luz,cliente,2023/11/19 18:24:31,logou no sistema
1818,36,Angelica da Luz,cliente,2023/11/19 18:24:31,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA/clientes/36.dat (No such file or directory)
1817,36,Angelica da Luz,cliente,2023/11/19 18:24:19,logou no sistema
1816,36,Angelica da Luz,cliente,2023/11/19 18:24:19,logou no sistema
1815,36,Angelica da Luz,cliente,2023/11/19 18:24:19,logou no sistema
1814,36,Angelica da Luz,cliente,2023/11/19 18:24:19,Falhou em Calcular Saldo: mais detalhes:java.io.FileNotFoundException: DATA/clientes/36.dat (No such file or directory)
1813,0,root,root,2023/11/19 18:22:29,Criou usuario Angelica da Luz com id: 36
1812,0,root,root,2023/11/19 18:22:28,logou no sistema
1811,0,root,root,2023/11/19 18:20:43,logou no sistema
1810,0,root,root,2023/11/19 18:20:39,logou no sistema
1809,0,root,root,2023/11/19 18:20:26,logou no sistema
1808,0,root,root,2023/11/19 18:20:14,logou no sistema
1807,0,root,root,2023/11/19 18:20:05,logou no sistema
1806,0,root,root,2023/11/19 18:20:00,logou no sistema
1805,0,root,root,2023/11/19 18:19:44,logou no sistema
1804,0,root,root,2023/11/19 18:19:38,logou no sistema
1803,35,Humberto Silvocas,cliente,2023/05/06 20:48:39,logou no sistema
1802,35,Humberto Silvocas,cliente,2023/05/06 20:48:38,logou no sistema
1801,35,Humberto Silvocas,cliente,2023/05/06 20:46:47,logou no sistema
1800,35,Humberto Silvocas,cliente,2023/05/06 20:46:44,Alterou sua Password
1799,35,Humberto Silvocas,cliente,2023/05/06 20:46:44,logou no sistema
1798,35,Humberto Silvocas,cliente,2023/05/06 20:46:27,logou no sistema
1797,35,Humberto Silvocas,cliente,2023/05/06 20:46:26,logou no sistema
1796,35,Humberto Silvocas,cliente,2023/05/06 20:46:26,logou no sistema
1795,35,Humberto Silvocas,cliente,2023/05/06 20:46:22,logou no sistema
1794,35,Humberto Silvocas,cliente,2023/05/06 20:46:21,logou no sistema
1793,35,Humberto Silvocas,cliente,2023/05/06 20:46:08,logou no sistema
1792,22,Jaime Fonseca,cliente,2023/05/06 20:45:47,logou no sistema
1791,22,Jaime Fonseca,cliente,2023/05/06 20:45:46,logou no sistema
1790,22,Jaime Fonseca,cliente,2023/05/06 20:45:37,logou no sistema
1789,22,Jaime Fonseca,cliente,2023/05/06 20:45:36,logou no sistema
1788,22,Jaime Fonseca,cliente,2023/05/06 20:45:22,logou no sistema
1787,22,Jaime Fonseca,cliente,2023/05/06 20:45:21,logou no sistema
1786,22,Jaime Fonseca,cliente,2023/05/06 20:45:02,logou no sistema
1785,0,root,root,2023/05/06 20:38:51,logou no sistema
1784,0,root,root,2023/05/06 20:38:36,logou no sistema
1783,0,root,root,2023/05/06 20:38:33,logou no sistema
1782,35,Humberto Silvocas,cliente,2023/05/06 20:38:23,logou no sistema
1781,35,Humberto Silvocas,cliente,2023/05/06 20:38:22,logou no sistema
1780,35,Humberto Silvocas,cliente,2023/05/06 20:38:21,logou no sistema
1779,35,Humberto Silvocas,cliente,2023/05/06 20:38:18,logou no sistema
1778,22,Jaime Fonseca,cliente,2023/05/06 20:38:12,logou no sistema
1777,22,Jaime Fonseca,cliente,2023/05/06 20:38:11,logou no sistema
1776,35,Humberto Silvocas,cliente,2023/05/06 20:38:06,logou no sistema
1775,22,Jaime Fonseca,cliente,2023/05/06 20:37:36,logou no sistema
1774,22,Jaime Fonseca,cliente,2023/05/06 20:37:35,logou no sistema
1773,22,Jaime Fonseca,cliente,2023/05/06 20:37:34,logou no sistema
1772,35,Humberto Silvocas,cliente,2023/05/06 20:37:15,logou no sistema
1771,-1,system,root,2023/05/06 20:37:13,Criando ficheiro: DATA/clientes/250000.dat
1770,35,Humberto Silvocas,cliente,2023/05/06 20:37:13,logou no sistema
1769,35,Humberto Silvocas,cliente,2023/05/06 20:37:05,logou no sistema
1768,35,Humberto Silvocas,cliente,2023/05/06 20:37:03,logou no sistema
1767,35,Humberto Silvocas,cliente,2023/05/06 20:36:48,logou no sistema
1766,22,Jaime Fonseca,cliente,2023/05/06 20:36:37,logou no sistema
1765,22,Jaime Fonseca,cliente,2023/05/06 20:36:01,logou no sistema
1764,22,Jaime Fonseca,cliente,2023/05/06 20:36:00,logou no sistema
1763,22,Jaime Fonseca,cliente,2023/05/06 20:35:57,logou no sistema
1762,22,Jaime Fonseca,cliente,2023/05/06 20:35:55,logou no sistema
1761,22,Jaime Fonseca,cliente,2023/05/06 20:35:45,logou no sistema
1760,35,Humberto Silvocas,cliente,2023/05/06 20:35:07,logou no sistema
1759,35,Humberto Silvocas,cliente,2023/05/06 20:35:05,logou no sistema
1758,35,Humberto Silvocas,cliente,2023/05/06 20:34:56,logou no sistema
1757,35,Humberto Silvocas,cliente,2023/05/06 20:34:55,logou no sistema
1756,35,Humberto Silvocas,cliente,2023/05/06 20:34:47,logou no sistema
1755,35,Humberto Silvocas,cliente,2023/05/06 20:34:45,logou no sistema
1754,35,Humberto Silvocas,cliente,2023/05/06 20:34:33,logou no sistema
1753,22,Jaime Fonseca,cliente,2023/05/06 20:34:25,logou no sistema
1752,22,Jaime Fonseca,cliente,2023/05/06 20:34:23,logou no sistema
1751,22,Jaime Fonseca,cliente,2023/05/06 20:34:07,logou no sistema
1750,35,Humberto Silvocas,cliente,2023/05/06 20:33:42,logou no sistema
1749,35,Humberto Silvocas,cliente,2023/05/06 20:33:41,logou no sistema
1748,35,Humberto Silvocas,cliente,2023/05/06 20:33:32,logou no sistema
1747,31,Marcia Silva,funcionario,2023/05/06 20:31:29,Criou usuario Humberto Silvocas com id: 35
1746,31,Marcia Silva,funcionario,2023/05/06 20:31:29,logou no sistema
1745,31,Marcia Silva,funcionario,2023/05/06 20:30:42,FALHOU Levantamento de 10.0 na conta ID33
1744,31,Marcia Silva,funcionario,2023/05/06 20:30:41,logou no sistema
1743,31,Marcia Silva,funcionario,2023/05/06 20:30:38,logou no sistema
1742,31,Marcia Silva,funcionario,2023/05/06 20:30:35,logou no sistema
1741,31,Marcia Silva,funcionario,2023/05/06 20:30:35,logou no sistema
1740,31,Marcia Silva,funcionario,2023/05/06 20:30:35,logou no sistema
1739,31,Marcia Silva,funcionario,2023/05/06 20:30:31,FALHOU Levantamento de 12.0 na conta ID33
1738,31,Marcia Silva,funcionario,2023/05/06 20:30:31,logou no sistema
1737,31,Marcia Silva,funcionario,2023/05/06 20:30:23,logou no sistema
1736,31,Marcia Silva,funcionario,2023/05/06 20:30:17,FALHOU Levantamento de 1990.0 na conta ID33
1735,31,Marcia Silva,funcionario,2023/05/06 20:30:17,logou no sistema
1734,31,Marcia Silva,funcionario,2023/05/06 20:30:13,logou no sistema
1733,31,Marcia Silva,funcionario,2023/05/06 20:30:10,logou no sistema
1732,31,Marcia Silva,funcionario,2023/05/06 20:30:10,logou no sistema
1731,31,Marcia Silva,funcionario,2023/05/06 20:30:10,logou no sistema
1730,31,Marcia Silva,funcionario,2023/05/06 20:30:08,Deposito de 10.0 na conta ID33
1729,31,Marcia Silva,funcionario,2023/05/06 20:30:08,logou no sistema
1728,31,Marcia Silva,funcionario,2023/05/06 20:29:58,FALHOU Levantamento de 15.0 na conta ID33
1727,31,Marcia Silva,funcionario,2023/05/06 20:29:58,logou no sistema
1726,31,Marcia Silva,funcionario,2023/05/06 20:29:51,logou no sistema
1725,31,Marcia Silva,funcionario,2023/05/06 20:29:47,logou no sistema
1724,31,Marcia Silva,funcionario,2023/05/06 20:29:47,logou no sistema
1723,31,Marcia Silva,funcionario,2023/05/06 20:29:47,logou no sistema
1722,31,Marcia Silva,funcionario,2023/05/06 20:29:43,FALHOU Levantamento de 1980.0 na conta ID33
1721,31,Marcia Silva,funcionario,2023/05/06 20:29:43,logou no sistema
1720,31,Marcia Silva,funcionario,2023/05/06 20:29:33,logou no sistema
1719,32,Roberta Portas,cliente,2023/05/06 20:29:22,logou no sistema
1718,33,Marcos Cabrone,cliente,2023/05/06 20:29:17,logou no sistema
1717,33,Marcos Cabrone,cliente,2023/05/06 20:28:35,logou no sistema
1716,33,Marcos Cabrone,cliente,2023/05/06 20:28:33,logou no sistema
1715,33,Marcos Cabrone,cliente,2023/05/06 20:28:21,logou no sistema
1714,33,Marcos Cabrone,cliente,2023/05/06 20:28:20,logou no sistema
1713,33,Marcos Cabrone,cliente,2023/05/06 20:28:08,logou no sistema
1712,33,Marcos Cabrone,cliente,2023/05/06 20:28:06,logou no sistema
1711,33,Marcos Cabrone,cliente,2023/05/06 20:27:58,logou no sistema
1710,33,Marcos Cabrone,cliente,2023/05/06 20:27:56,logou no sistema
1709,33,Marcos Cabrone,cliente,2023/05/06 20:27:47,logou no sistema
1708,33,Marcos Cabrone,cliente,2023/05/06 20:27:45,logou no sistema
1707,33,Marcos Cabrone,cliente,2023/05/06 20:27:30,logou no sistema
1706,22,Jaime Fonseca,cliente,2023/05/06 20:26:47,logou no sistema
1705,31,Marcia Silva,funcionario,2023/05/06 20:26:36,Levantamento de 10000.0 na conta ID22
1704,31,Marcia Silva,funcionario,2023/05/06 20:26:36,logou no sistema
1703,31,Marcia Silva,funcionario,2023/05/06 20:26:26,logou no sistema
1702,31,Marcia Silva,funcionario,2023/05/06 20:26:24,logou no sistema
1701,31,Marcia Silva,funcionario,2023/05/06 20:26:24,logou no sistema
1700,31,Marcia Silva,funcionario,2023/05/06 20:26:23,logou no sistema
1699,31,Marcia Silva,funcionario,2023/05/06 20:26:23,logou no sistema
1698,22,Jaime Fonseca,cliente,2023/05/06 20:26:05,logou no sistema
1697,22,Jaime Fonseca,cliente,2023/05/06 20:26:04,logou no sistema
1696,22,Jaime Fonseca,cliente,2023/05/06 20:26:04,logou no sistema
1695,22,Jaime Fonseca,cliente,2023/05/06 20:26:02,logou no sistema
1694,22,Jaime Fonseca,cliente,2023/05/06 20:26:00,logou no sistema
1693,22,Jaime Fonseca,cliente,2023/05/06 20:25:48,logou no sistema
1692,0,root,root,2023/05/06 20:25:04,logou no sistema
1691,0,root,root,2023/05/06 20:24:57,logou no sistema
1690,0,root,root,2023/05/06 20:24:57,logou no sistema
1689,0,root,root,2023/05/06 20:24:57,logou no sistema
1688,0,root,root,2023/05/06 20:24:57,logou no sistema
1687,0,root,root,2023/05/06 20:24:50,logou no sistema
1686,0,root,root,2023/05/06 20:24:46,logou no sistema
1685,0,root,root,2023/05/06 20:24:42,logou no sistema
1684,0,root,root,2023/05/06 20:24:36,logou no sistema
1683,33,Marcos Cabrone,cliente,2023/01/11 11:30:21,logou no sistema
1682,32,Roberta Portas,cliente,2023/01/11 11:30:09,logou no sistema
1681,0,root,root,2023/01/11 11:29:52,logou no sistema
1680,20,Jose Cabel,cliente,2023/01/11 11:29:00,logou no sistema
1679,20,Jose Cabel,cliente,2023/01/11 11:27:41,logou no sistema
1678,0,root,root,2023/01/11 11:27:25,logou no sistema
1677,20,Jose Cabel,cliente,2023/01/11 11:27:15,logou no sistema
1676,33,Marcos Cabrone,cliente,2023/01/11 10:50:41,logou no sistema
1675,32,Roberta Portas,cliente,2023/01/11 10:50:24,logou no sistema
1674,32,Roberta Portas,cliente,2023/01/11 10:43:49,logou no sistema
1673,32,Roberta Portas,cliente,2023/01/11 10:43:37,logou no sistema
1672,32,Roberta Portas,cliente,2023/01/11 10:43:09,logou no sistema
1671,20,Jose Cabel,cliente,2023/01/11 10:41:34,logou no sistema
1670,20,Jose Cabel,cliente,2023/01/11 10:41:02,logou no sistema
1669,20,Jose Cabel,cliente,2023/01/11 10:40:00,logou no sistema
1668,20,Jose Cabel,cliente,2023/01/11 10:39:50,logou no sistema
1667,20,Jose Cabel,cliente,2023/01/11 10:23:41,logou no sistema
1666,33,Marcos Cabrone,cliente,2023/01/11 10:23:23,logou no sistema
1665,33,Marcos Cabrone,cliente,2023/01/11 10:23:21,logou no sistema
1664,33,Marcos Cabrone,cliente,2023/01/11 10:23:18,logou no sistema
1663,33,Marcos Cabrone,cliente,2023/01/11 10:21:53,logou no sistema
1662,33,Marcos Cabrone,cliente,2023/01/11 10:21:51,logou no sistema
1661,33,Marcos Cabrone,cliente,2023/01/11 10:21:48,logou no sistema
1660,33,Marcos Cabrone,cliente,2023/01/11 10:21:45,logou no sistema
1659,33,Marcos Cabrone,cliente,2023/01/11 10:21:24,logou no sistema
1658,33,Marcos Cabrone,cliente,2023/01/11 10:21:13,logou no sistema
1657,34,Marcos Cabrone,funcionario,2023/01/11 10:04:19,Levantamento de 10000.0 na conta ID33
1656,34,Marcos Cabrone,funcionario,2023/01/11 10:04:19,logou no sistema
1655,0,root,root,2023/01/11 10:03:51,logou no sistema
1654,34,Marcos Cabrone,funcionario,2023/01/11 10:03:50,logou no sistema
1653,34,Marcos Cabrone,funcionario,2023/01/11 10:03:42,Levantamento de 20.0 na conta ID33
1652,34,Marcos Cabrone,funcionario,2023/01/11 10:03:42,logou no sistema
1651,34,Marcos Cabrone,funcionario,2023/01/11 10:03:38,logou no sistema
1650,0,root,root,2023/01/11 10:03:32,logou no sistema
1649,34,Marcos Cabrone,funcionario,2023/01/11 10:03:27,Deposito de 10000.0 na conta ID33
1648,34,Marcos Cabrone,funcionario,2023/01/11 10:03:27,logou no sistema
1647,34,Marcos Cabrone,funcionario,2023/01/11 10:02:59,Levantamento de 100000.0 na conta ID20
1646,34,Marcos Cabrone,funcionario,2023/01/11 10:02:59,logou no sistema
1645,34,Marcos Cabrone,funcionario,2023/01/11 10:02:55,logou no sistema
1644,34,Marcos Cabrone,funcionario,2023/01/11 10:02:48,FALHOU Levantamento de 1000.0 na conta ID33
1643,34,Marcos Cabrone,funcionario,2023/01/11 10:02:48,logou no sistema
1642,34,Marcos Cabrone,funcionario,2023/01/11 10:02:45,logou no sistema
1641,0,root,root,2023/01/11 10:02:14,logou no sistema
1640,34,Marcos Cabrone,funcionario,2023/01/11 10:01:59,FALHOU Levantamento de 96.0 na conta ID33
1639,34,Marcos Cabrone,funcionario,2023/01/11 10:01:59,logou no sistema
1638,34,Marcos Cabrone,funcionario,2023/01/11 10:01:55,logou no sistema
1637,34,Marcos Cabrone,funcionario,2023/01/11 10:01:49,Deposito de 1000.0 na conta ID33
1636,34,Marcos Cabrone,funcionario,2023/01/11 10:01:49,logou no sistema
1635,34,Marcos Cabrone,funcionario,2023/01/11 10:01:39,FALHOU Levantamento de 90.0 na conta ID33
1634,34,Marcos Cabrone,funcionario,2023/01/11 10:01:39,logou no sistema
1633,34,Marcos Cabrone,funcionario,2023/01/11 10:01:33,logou no sistema
1632,0,root,root,2023/01/11 10:01:09,Criou usuario Marcos Cabrone com id: 34
1631,0,root,root,2023/01/11 10:01:09,logou no sistema
1630,33,Marcos Cabrone,cliente,2023/01/11 10:00:11,logou no sistema
1629,33,Marcos Cabrone,cliente,2023/01/11 10:00:09,logou no sistema
1628,33,Marcos Cabrone,cliente,2023/01/11 09:59:59,logou no sistema
1627,33,Marcos Cabrone,cliente,2023/01/11 09:59:53,logou no sistema
1626,33,Marcos Cabrone,cliente,2023/01/11 09:59:33,logou no sistema
1625,33,Marcos Cabrone,cliente,2023/01/11 09:59:32,logou no sistema
1624,33,Marcos Cabrone,cliente,2023/01/11 09:59:18,logou no sistema
1623,33,Marcos Cabrone,cliente,2023/01/11 09:59:16,logou no sistema
1622,33,Marcos Cabrone,cliente,2023/01/11 09:58:58,logou no sistema
1621,33,Marcos Cabrone,cliente,2023/01/11 09:58:56,logou no sistema
1620,33,Marcos Cabrone,cliente,2023/01/11 09:58:31,logou no sistema
1619,33,Marcos Cabrone,cliente,2023/01/11 09:57:07,logou no sistema
1618,33,Marcos Cabrone,cliente,2023/01/11 09:57:04,Alterou sua Password
1617,33,Marcos Cabrone,cliente,2023/01/11 09:57:04,logou no sistema
1616,33,Marcos Cabrone,cliente,2023/01/11 09:56:35,logou no sistema
1615,0,root,root,2023/01/11 09:56:10,Criou usuario Marcos Cabrone com id: 33
1614,0,root,root,2023/01/11 09:56:10,logou no sistema
1613,0,root,root,2023/01/11 09:54:42,logou no sistema
1612,0,root,root,2023/01/11 09:54:36,logou no sistema
1611,0,root,root,2023/01/11 09:53:59,logou no sistema
1610,0,root,root,2023/01/11 09:53:57,logou no sistema
1609,20,Jose Cabel,cliente,2023/01/11 09:53:52,logou no sistema
1608,0,root,root,2023/01/11 09:53:34,logou no sistema
1607,0,root,root,2023/01/11 09:53:28,logou no sistema
1606,20,Jose Cabel,cliente,2023/01/11 09:52:59,logou no sistema
1605,20,Jose Cabel,cliente,2023/01/11 09:52:53,logou no sistema
1604,0,root,root,2023/01/11 09:52:49,logou no sistema
1603,0,root,root,2023/01/11 09:52:44,logou no sistema
1602,20,Jose Cabel,cliente,2023/01/11 09:52:41,logou no sistema
